pclass,survived,age,sibsp,parch,fare,boat,female,male
3,0,21.0,0,0,16.1,27,0,1
3,1,22.0,0,0,7.725,16,1,0
3,0,20.0,0,0,7.8542,27,1,0
3,0,29.0,1,0,7.0458,27,0,1
3,0,22.0,1,0,7.25,27,0,1
3,0,22.0,0,0,7.7958,27,0,1
3,0,35.0,0,0,8.05,27,0,1
3,0,18.5,0,0,7.2833,27,1,0
3,1,21.0,0,0,7.8208,16,0,1
3,0,19.0,0,0,6.75,27,0,1
3,0,18.0,0,0,7.8792,27,1,0
3,0,21.0,0,0,8.6625,27,1,0
3,0,30.0,0,0,8.6625,27,1,0
3,0,18.0,0,0,8.6625,27,0,1
3,0,38.0,0,0,8.6625,27,0,1
3,0,17.0,0,0,8.6625,27,0,1
3,0,17.0,0,0,8.6625,27,0,1
3,0,21.0,0,0,7.75,27,1,0
3,0,21.0,0,0,7.75,27,0,1
3,0,21.0,0,0,8.05,27,0,1
3,0,28.0,0,0,7.7958,27,0,1
3,0,24.0,0,0,7.8542,27,0,1
3,1,16.0,0,0,7.75,22,1,0
3,0,37.0,0,0,7.75,27,1,0
3,0,28.0,0,0,7.25,27,0,1
3,0,24.0,0,0,8.05,27,0,1
3,0,21.0,0,0,7.7333,27,0,1
3,1,32.0,0,0,56.4958,13,0,1
3,0,29.0,0,0,8.05,27,0,1
3,0,26.0,1,0,14.4542,27,0,1
3,0,18.0,1,0,14.4542,27,0,1
3,0,20.0,0,0,7.05,27,0,1
3,1,18.0,0,0,8.05,21,0,1
3,0,24.0,0,0,7.25,27,0,1
3,0,36.0,0,0,7.4958,27,0,1
3,0,24.0,0,0,7.4958,27,0,1
3,0,31.0,0,0,7.7333,27,0,1
3,0,31.0,0,0,7.75,27,0,1
3,1,22.0,0,0,7.75,16,1,0
3,0,30.0,0,0,7.6292,27,1,0
3,0,70.5,0,0,7.75,27,0,1
3,0,43.0,0,0,8.05,27,0,1
3,0,35.0,0,0,7.8958,27,0,1
3,0,27.0,0,0,7.8958,27,0,1
3,0,19.0,0,0,7.8958,27,0,1
3,0,30.0,0,0,8.05,27,0,1
3,1,9.0,1,1,15.9,0,0,1
3,1,3.0,1,1,15.9,0,0,1
3,1,36.0,0,2,15.9,0,1,0
3,0,59.0,0,0,7.25,27,0,1
3,0,19.0,0,0,8.1583,27,0,1
3,1,17.0,0,1,16.1,21,1,0
3,0,44.0,0,1,16.1,27,0,1
3,0,17.0,0,0,8.6625,27,0,1
3,0,22.5,0,0,7.225,27,0,1
3,1,45.0,0,0,8.05,18,0,1
3,0,22.0,0,0,10.5167,27,1,0
3,0,19.0,0,0,10.1708,27,0,1
3,1,30.0,0,0,6.95,18,1,0
3,1,29.0,0,0,7.75,23,0,1
3,0,0.3333,0,2,14.4,27,0,1
3,0,34.0,1,1,14.4,27,0,1
3,0,28.0,1,1,14.4,27,1,0
3,0,27.0,0,0,7.8958,27,0,1
3,0,25.0,0,0,7.8958,27,0,1
3,0,24.0,2,0,24.15,27,0,1
3,0,22.0,0,0,8.05,27,0,1
3,0,21.0,2,0,24.15,27,0,1
3,0,17.0,2,0,8.05,27,0,1
3,1,36.5,1,0,17.4,18,0,1
3,1,36.0,1,0,17.4,16,1,0
3,1,30.0,0,0,9.5,1,0,1
3,0,16.0,0,0,9.5,27,0,1
3,1,1.0,1,2,20.575,3,0,1
3,1,0.1667,1,2,20.575,3,1,0
3,0,26.0,1,2,20.575,27,0,1
3,1,33.0,1,2,20.575,3,1,0
3,0,25.0,0,0,7.8958,27,0,1
3,0,22.0,0,0,7.25,27,0,1
3,0,36.0,0,0,7.25,27,0,1
3,1,19.0,0,0,7.8792,13,1,0
3,0,17.0,0,0,7.8958,27,0,1
3,0,42.0,0,0,8.6625,27,0,1
3,0,43.0,0,0,7.8958,27,0,1
3,0,32.0,0,0,7.75,27,0,1
3,1,19.0,0,0,8.05,8,0,1
3,1,30.0,0,0,12.475,16,1,0
3,0,24.0,0,0,7.75,27,1,0
3,1,23.0,0,0,8.05,27,1,0
3,0,33.0,0,0,7.8958,27,0,1
3,0,65.0,0,0,7.75,27,0,1
3,1,24.0,0,0,7.55,4,0,1
3,0,23.0,1,0,13.9,27,0,1
3,1,22.0,1,0,13.9,22,1,0
3,0,18.0,0,0,7.775,27,0,1
3,0,16.0,0,0,7.775,27,0,1
3,0,45.0,0,0,6.975,27,0,1
3,0,39.0,0,2,7.2292,27,0,1
3,0,17.0,1,1,7.2292,27,0,1
3,0,15.0,1,1,7.2292,27,0,1
3,0,47.0,0,0,7.25,27,0,1
3,1,5.0,0,0,12.475,16,1,0
3,0,40.5,0,0,15.1,27,0,1
3,0,40.5,0,0,7.75,27,0,1
3,0,18.0,0,0,7.7958,27,0,1
3,0,26.0,0,0,7.8792,27,0,1
3,0,21.0,2,2,34.375,27,1,0
3,0,9.0,2,2,34.375,27,1,0
3,0,18.0,2,2,34.375,27,0,1
3,0,16.0,1,3,34.375,27,0,1
3,0,48.0,1,3,34.375,27,1,0
3,0,25.0,0,0,7.7417,27,0,1
3,0,22.0,0,0,8.05,27,0,1
3,1,16.0,0,0,7.7333,22,1,0
3,1,9.0,0,2,20.525,24,0,1
3,0,33.0,1,1,20.525,27,0,1
3,0,41.0,0,0,7.85,27,0,1
3,1,31.0,1,1,20.525,24,1,0
3,0,38.0,0,0,7.05,27,0,1
3,0,9.0,5,2,46.9,27,0,1
3,0,1.0,5,2,46.9,27,0,1
3,0,11.0,5,2,46.9,27,0,1
3,0,10.0,5,2,46.9,27,1,0
3,0,16.0,5,2,46.9,27,1,0
3,0,14.0,5,2,46.9,27,0,1
3,0,40.0,1,6,46.9,27,0,1
3,0,43.0,1,6,46.9,27,1,0
3,0,51.0,0,0,8.05,27,0,1
3,0,32.0,0,0,8.3625,27,0,1
3,0,20.0,0,0,9.8458,27,0,1
3,0,37.0,2,0,7.925,27,0,1
3,0,28.0,2,0,7.925,27,0,1
3,0,19.0,0,0,7.775,27,0,1
3,0,24.0,0,0,8.85,27,1,0
3,0,17.0,0,0,7.7333,27,1,0
3,0,28.0,1,0,15.85,27,0,1
3,1,24.0,1,0,15.85,18,1,0
3,0,20.0,0,0,9.5,27,0,1
3,0,23.5,0,0,7.2292,27,0,1
3,0,41.0,2,0,14.1083,27,0,1
3,0,26.0,1,0,7.8542,27,0,1
3,0,21.0,0,0,7.8542,27,0,1
3,1,45.0,1,0,14.1083,1,1,0
3,0,25.0,0,0,7.25,8,0,1
3,0,11.0,0,0,18.7875,27,0,1
3,1,27.0,0,0,6.975,18,0,1
3,0,18.0,0,0,6.75,27,1,0
3,1,26.0,0,0,7.925,27,1,0
3,0,23.0,0,0,7.925,27,1,0
3,1,22.0,0,0,8.9625,13,1,0
3,0,28.0,0,0,7.8958,27,0,1
3,0,28.0,0,0,7.775,27,1,0
3,1,2.0,0,1,12.2875,18,1,0
3,1,22.0,1,1,12.2875,18,1,0
3,0,43.0,0,0,6.45,27,0,1
3,0,28.0,0,0,22.525,27,0,1
3,1,27.0,0,0,7.925,27,1,0
3,0,42.0,0,0,7.65,27,0,1
3,0,30.0,0,0,7.2292,27,0,1
3,0,27.0,1,0,7.925,27,1,0
3,0,25.0,1,0,7.925,27,1,0
3,1,29.0,0,0,7.8958,18,0,1
3,1,21.0,0,0,7.7958,10,0,1
3,0,20.0,0,0,7.8542,27,0,1
3,0,48.0,0,0,7.8542,27,0,1
3,0,17.0,1,0,7.0542,27,0,1
3,0,34.0,0,0,6.4958,27,0,1
3,1,26.0,0,0,7.775,18,0,1
3,0,22.0,0,0,7.7958,27,0,1
3,0,33.0,0,0,8.6542,27,0,1
3,0,31.0,0,0,7.775,27,0,1
3,0,29.0,0,0,7.8542,27,0,1
3,1,4.0,1,1,11.1333,18,0,1
3,1,1.0,1,1,11.1333,18,1,0
3,0,49.0,0,0,0.0,27,0,1
3,0,33.0,0,0,7.775,27,0,1
3,0,19.0,0,0,0.0,27,0,1
3,1,27.0,0,2,11.1333,18,1,0
3,0,23.0,0,0,7.8958,27,0,1
3,1,32.0,0,0,7.8542,18,0,1
3,0,27.0,0,0,7.8542,27,0,1
3,0,20.0,1,0,9.825,27,1,0
3,0,21.0,1,0,9.825,27,1,0
3,1,32.0,0,0,7.925,18,0,1
3,0,17.0,0,0,7.125,27,0,1
3,0,21.0,0,0,8.4333,27,0,1
3,0,30.0,0,0,7.8958,27,0,1
3,1,21.0,0,0,7.7958,16,0,1
3,0,33.0,0,0,7.8542,27,0,1
3,0,22.0,0,0,7.5208,27,0,1
3,1,4.0,0,1,13.4167,18,1,0
3,1,39.0,0,1,13.4167,18,0,1
3,0,18.5,0,0,7.2292,27,0,1
3,0,34.5,0,0,7.8292,27,0,1
3,0,44.0,0,0,8.05,27,0,1
3,0,22.0,2,0,8.6625,27,1,0
3,0,26.0,2,0,8.6625,27,0,1
3,1,4.0,0,2,22.025,0,1,0
3,1,29.0,3,1,22.025,0,0,1
3,1,26.0,1,1,22.025,0,1,0
3,0,1.0,1,1,12.1833,27,1,0
3,0,18.0,1,1,7.8542,27,0,1
3,0,36.0,0,2,12.1833,27,1,0
3,1,25.0,0,0,7.2292,3,0,1
3,0,37.0,0,0,9.5875,27,1,0
3,1,22.0,0,0,7.25,16,1,0
3,1,26.0,0,0,56.4958,14,0,1
3,0,29.0,0,0,9.4833,27,0,1
3,0,29.0,0,0,7.775,27,0,1
3,0,22.0,0,0,7.775,27,0,1
3,1,22.0,0,0,7.225,7,0,1
3,0,32.0,0,0,7.925,27,0,1
3,0,34.5,0,0,6.4375,27,0,1
3,0,36.0,0,0,0.0,27,0,1
3,0,39.0,0,0,24.15,27,0,1
3,0,24.0,0,0,9.5,27,0,1
3,0,25.0,0,0,7.775,27,1,0
3,0,45.0,0,0,7.75,27,1,0
3,0,36.0,1,0,15.55,10,0,1
3,0,30.0,1,0,15.55,10,1,0
3,1,20.0,1,0,7.925,18,0,1
3,0,28.0,0,0,56.4958,27,0,1
3,0,30.0,1,0,16.1,27,0,1
3,0,26.0,1,0,16.1,27,1,0
3,0,20.5,0,0,7.25,27,0,1
3,1,27.0,0,0,8.6625,18,0,1
3,0,51.0,0,0,7.0542,27,0,1
3,1,23.0,0,0,7.8542,3,1,0
3,1,32.0,0,0,7.5792,18,0,1
3,1,24.0,0,0,7.1417,16,0,1
3,0,22.0,0,0,7.125,27,0,1
3,0,29.0,0,0,7.925,27,0,1
3,0,30.5,0,0,7.75,27,1,0
3,0,35.0,0,0,7.8958,27,0,1
3,0,33.0,0,0,7.8958,27,0,1
3,1,15.0,0,0,8.0292,27,1,0
3,0,35.0,0,0,7.75,27,1,0
3,0,24.0,1,0,16.1,27,0,1
3,0,19.0,1,0,16.1,27,1,0
3,0,55.5,0,0,8.05,27,0,1
3,1,21.0,0,0,7.775,18,0,1
3,0,24.0,0,0,7.8958,27,0,1
3,0,21.0,0,0,7.8958,27,0,1
3,0,28.0,0,0,7.8958,27,0,1
3,0,25.0,0,0,7.65,27,0,1
3,1,6.0,0,1,12.475,14,0,1
3,1,27.0,0,1,12.475,14,1,0
3,0,34.0,0,0,8.05,27,0,1
3,1,24.0,0,0,7.75,18,1,0
3,0,18.0,0,0,7.75,27,0,1
3,0,22.0,0,0,7.8958,27,0,1
3,1,15.0,0,0,7.225,13,1,0
3,1,1.0,0,2,15.7417,13,1,0
3,1,20.0,1,1,15.7417,13,0,1
3,1,19.0,1,1,15.7417,13,1,0
3,0,33.0,0,0,8.05,27,0,1
3,1,12.0,1,0,11.2417,13,0,1
3,1,14.0,1,0,11.2417,13,1,0
3,0,29.0,0,0,7.925,27,1,0
3,0,28.0,0,0,8.05,27,0,1
3,1,18.0,0,0,7.775,4,1,0
3,1,26.0,0,0,7.8542,16,1,0
3,0,21.0,0,0,7.8542,27,0,1
3,0,41.0,0,0,7.125,27,0,1
3,1,39.0,0,0,7.925,6,0,1
3,0,21.0,0,0,7.8,27,0,1
3,0,28.5,0,0,7.2292,27,0,1
3,1,22.0,0,0,7.75,16,1,0
3,0,61.0,0,0,6.2375,27,0,1
3,0,23.0,0,0,9.225,27,0,1
3,1,22.0,0,0,7.775,13,1,0
3,1,9.0,0,1,3.1708,16,0,1
3,0,28.0,0,0,22.525,27,0,1
3,0,42.0,0,1,8.4042,27,0,1
3,0,31.0,0,0,7.8542,27,1,0
3,0,28.0,0,0,7.8542,27,0,1
3,1,32.0,0,0,7.775,10,0,1
3,0,20.0,0,0,9.225,27,0,1
3,0,23.0,0,0,8.6625,27,1,0
3,0,20.0,0,0,8.6625,27,1,0
3,0,20.0,0,0,8.6625,27,0,1
3,0,16.0,0,0,9.2167,27,0,1
3,1,31.0,0,0,8.6833,27,1,0
3,0,2.0,3,1,21.075,27,0,1
3,0,6.0,3,1,21.075,27,0,1
3,0,3.0,3,1,21.075,27,1,0
3,0,8.0,3,1,21.075,27,1,0
3,0,29.0,0,4,21.075,27,1,0
3,0,1.0,4,1,39.6875,27,0,1
3,0,7.0,4,1,39.6875,27,0,1
3,0,2.0,4,1,39.6875,27,0,1
3,0,16.0,4,1,39.6875,27,0,1
3,0,14.0,4,1,39.6875,27,0,1
3,0,41.0,0,5,39.6875,27,1,0
3,0,21.0,0,0,8.6625,27,0,1
3,0,19.0,0,0,14.5,27,0,1
3,0,32.0,0,0,7.8958,27,0,1
3,0,0.75,1,1,13.775,27,0,1
3,0,3.0,1,1,13.775,27,1,0
3,0,26.0,0,2,13.775,27,1,0
3,0,21.0,0,0,7.925,27,0,1
3,0,25.0,0,0,7.925,27,0,1
3,0,22.0,0,0,7.25,27,0,1
3,1,25.0,1,0,7.775,18,0,1
3,0,24.0,0,0,8.05,27,0,1
3,0,28.0,0,0,7.8958,27,1,0
3,0,19.0,0,0,7.8958,27,0,1
3,0,25.0,1,0,7.775,27,0,1
3,0,18.0,0,0,7.775,27,1,0
3,1,32.0,0,0,8.05,6,0,1
3,0,17.0,0,0,8.6625,27,0,1
3,0,24.0,0,0,8.6625,27,0,1
3,0,38.0,0,0,7.8958,27,0,1
3,0,21.0,0,0,8.05,27,0,1
3,0,10.0,4,1,29.125,27,0,1
3,0,4.0,4,1,29.125,27,0,1
3,0,7.0,4,1,29.125,27,0,1
3,0,2.0,4,1,29.125,27,0,1
3,0,8.0,4,1,29.125,27,0,1
3,0,39.0,0,5,29.125,27,1,0
3,0,22.0,0,0,39.6875,27,1,0
3,0,35.0,0,0,7.125,27,0,1
3,0,50.0,1,0,14.5,27,0,1
3,0,47.0,1,0,14.5,27,1,0
3,0,2.0,1,1,20.2125,27,1,0
3,0,18.0,1,1,20.2125,27,0,1
3,0,41.0,0,2,20.2125,27,1,0
3,0,50.0,0,0,8.05,27,0,1
3,0,16.0,0,0,8.05,27,0,1
3,0,25.0,0,0,7.225,27,0,1
3,0,38.5,0,0,7.25,27,0,1
3,0,14.5,8,2,69.55,27,0,1
3,0,24.0,0,0,9.325,27,0,1
3,1,21.0,0,0,7.65,13,1,0
3,0,39.0,0,0,7.925,27,0,1
3,1,1.0,1,1,16.7,16,1,0
3,1,24.0,0,2,16.7,16,1,0
3,1,4.0,1,1,16.7,16,1,0
3,1,25.0,0,0,9.5,1,0,1
3,0,20.0,0,0,8.05,27,0,1
3,0,24.5,0,0,8.05,27,0,1
3,1,29.0,0,0,9.5,1,0,1
3,0,22.0,0,0,7.2292,27,0,1
3,0,40.0,0,0,7.8958,27,0,1
3,0,21.0,0,0,7.925,27,0,1
3,1,18.0,0,0,7.4958,22,1,0
3,0,4.0,3,2,27.9,27,0,1
3,0,10.0,3,2,27.9,27,0,1
3,0,9.0,3,2,27.9,27,1,0
3,0,2.0,3,2,27.9,27,1,0
3,0,40.0,1,4,27.9,27,0,1
3,0,45.0,1,4,27.9,27,1,0
3,0,19.0,0,0,7.65,27,0,1
3,0,30.0,0,0,8.05,27,0,1
3,0,32.0,0,0,8.05,27,0,1
3,0,33.0,0,0,8.6625,27,0,1
3,1,23.0,0,0,7.55,13,1,0
3,0,21.0,0,0,8.05,27,0,1
3,0,19.0,0,0,7.8958,27,0,1
3,0,22.0,0,0,9.8375,27,1,0
3,1,31.0,0,0,7.925,6,0,1
3,0,27.0,0,0,8.6625,27,0,1
3,0,2.0,0,1,10.4625,27,1,0
3,0,29.0,1,1,10.4625,27,1,0
3,1,16.0,0,0,8.05,8,0,1
3,1,44.0,0,0,7.925,18,0,1
3,0,25.0,0,0,7.05,27,0,1
3,0,74.0,0,0,7.775,27,0,1
3,1,14.0,0,0,9.225,16,0,1
3,0,24.0,0,0,7.7958,27,0,1
3,1,25.0,0,0,7.7958,26,0,1
3,0,34.0,0,0,8.05,27,0,1
3,1,0.4167,0,1,8.5167,22,0,1
3,1,16.0,1,1,8.5167,14,1,0
3,0,32.0,0,0,7.925,27,0,1
3,0,30.5,0,0,8.05,27,0,1
3,0,44.0,0,0,8.05,27,0,1
3,1,25.0,0,0,0.0,18,0,1
3,1,7.0,1,1,15.2458,13,0,1
3,1,9.0,1,1,15.2458,13,1,0
3,1,29.0,0,2,15.2458,13,1,0
3,0,36.0,0,0,7.8958,27,0,1
3,1,18.0,0,0,9.8417,18,1,0
3,1,63.0,0,0,9.5875,18,1,0
3,0,11.5,1,1,14.5,27,0,1
3,0,40.5,0,2,14.5,27,0,1
3,0,10.0,0,2,24.15,27,1,0
3,0,36.0,1,1,24.15,27,0,1
3,0,30.0,1,1,24.15,27,1,0
3,0,33.0,0,0,9.5,27,0,1
3,0,28.0,0,0,9.5,27,0,1
3,0,28.0,0,0,9.5,27,0,1
3,0,47.0,0,0,9.0,27,0,1
3,0,18.0,2,0,18.0,27,1,0
3,0,31.0,3,0,18.0,27,0,1
3,0,16.0,2,0,18.0,27,0,1
3,0,31.0,1,0,18.0,27,1,0
3,1,22.0,0,0,7.225,26,0,1
3,0,20.0,0,0,7.8542,27,0,1
3,0,14.0,0,0,7.8542,27,1,0
3,0,22.0,0,0,7.8958,27,0,1
3,0,22.0,0,0,9.0,27,0,1
3,0,32.5,0,0,9.5,27,0,1
3,1,38.0,0,0,7.2292,13,1,0
3,0,51.0,0,0,7.75,27,0,1
3,0,18.0,1,0,6.4958,27,0,1
3,0,21.0,1,0,6.4958,27,0,1
3,1,47.0,1,0,7.0,27,1,0
3,0,28.5,0,0,16.1,27,0,1
3,0,21.0,0,0,7.25,27,0,1
3,0,27.0,0,0,8.6625,27,0,1
3,0,36.0,0,0,9.5,27,0,1
3,0,27.0,1,0,14.4542,13,0,1
3,1,15.0,1,0,14.4542,27,1,0
3,0,45.5,0,0,7.225,27,0,1
3,0,14.5,1,0,14.4542,27,1,0
3,0,26.5,0,0,7.225,27,0,1
3,0,27.0,0,0,7.225,27,0,1
3,0,29.0,0,0,7.875,27,0,1
